Gender,Race,Birth Origin,Age,Sports,Avg Deals Closed,Technical Aptitude,HireVue Score,Leadership Capability,Manager's Assessment Score,Educational Prestige,Education,Soft Skills,GPA,Years of Experience,Job Tenure,Military Tenure,Avg Commute Time,Cultural Fit,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names
male,Caucasian,USA,24.0,None,9.27,1.98,3.28,4.16,-4.2509029722534795,1.0,-1.43,1.99,2.85,-1.0,4.6842820482837855,2.3,23.0,4.33,Humanities,None,Good,0.0,1.0,1.0,Harry Wong
male,Caucasian,USA,28.0,None,7.96,0.72,0.88,2.8,0.5398105783319438,1.8,-0.88,3.47,3.47,1.4,3.4263226577934796,0.2,32.0,2.81,Engineering,Ok,Good,0.0,0.0,0.0,Willie Boggs
male,Caucasian,USA,28.0,None,8.56,1.35,1.43,2.6,-2.557035676645764,2.4,-0.33,2.49,2.73,3.0,0.7619560861421317,2.0,27.0,0.17,Humanities,Ok,Good,0.0,0.0,0.0,John Kelly
male,Caucasian,USA,27.0,None,4.69,-2.14,-2.43,1.48,-3.6646059797050166,1.0,-0.66,2.01,2.21,2.6,1.832397186353214,0.3,6.0,1.52,Quantitative,None,Good,0.0,1.0,0.0,Antonio Kaleta
male,Caucasian,USA,26.0,None,2.87,-3.48,-3.0,1.29,-0.5825405532708295,2.0,-0.43,3.26,2.96,5.6,-5.914327602834997,2.7,50.0,-5.3,Quantitative,Ok,Good,0.0,0.0,1.0,Douglas Neveu
male,Caucasian,USA,28.0,None,8.58,0.9,-0.01,2.71,1.0891418047579775,3.3,0.03,3.49,3.17,3.8,3.807753082857507,0.0,45.0,2.95,Engineering,None,Good,1.0,0.0,0.0,Harry Thompson
male,Caucasian,Australia,35.0,Club/Intramural,5.65,-1.13,-0.95,1.7,1.5798907638548383,2.4,-0.0,3.28,3.16,1.6,2.7256365008962846,3.9,42.0,2.56,None,None,Good,0.0,0.0,0.0,Jonathan Williamson
male,Caucasian,USA,26.0,None,9.6,2.52,3.25,3.09,-4.412552396798952,2.1,-0.93,1.92,2.43,0.4,0.9082757808902139,0.7,14.0,0.89,Engineering,Ok,Bad,0.0,1.0,1.0,Chad Richards
male,Caucasian,USA,28.0,NCAA,6.62,-0.32,-0.56,1.71,-3.456776043921031,1.6,-1.05,2.27,2.25,1.4,-2.801632243725536,1.1,34.0,-2.56,Sciences,Ok,Bad,0.0,1.0,0.0,Royce Denison
male,Caucasian,Australia,25.0,NCAA,8.65,1.63,2.28,3.07,3.224577219293011,2.8,0.35,3.85,3.6,3.5,-0.09993070933861951,0.0,10.0,0.05,Quantitative,Ok,Good,1.0,0.0,0.0,James Mendoza
male,Caucasian,USA,28.0,None,6.4,-0.4,0.03,1.86,0.4308787746808471,1.9,-1.14,3.98,3.57,5.3,-0.3253463082536846,3.5,55.0,-0.26,Sciences,Ok,Good,0.0,0.0,0.0,Charles Rone
male,Caucasian,Australia,29.0,NCAA,4.36,-2.12,-2.53,0.41,3.343786978682095,2.5,0.72,3.82,2.73,6.7,-1.8591550061764346,0.2,41.0,-1.45,Quantitative,Very Good,Good,1.0,0.0,0.0,John Vo
male,Caucasian,USA,31.0,None,8.58,1.45,0.8,1.51,-2.6051332159979013,3.0,-0.31,2.51,2.4,3.4,-0.5521300679097064,2.6,46.0,-0.49,Engineering,Very Good,Bad,0.0,0.0,0.0,Brian Mulch
male,Caucasian,USA,24.0,None,9.35,1.98,3.04,4.22,-4.773745796797873,2.0,-1.02,1.67,2.29,-1.3,-2.2730065763757707,2.2,60.0,-1.75,Quantitative,Ok,Good,0.0,1.0,1.0,Gregory Virgen
male,Caucasian,USA,29.0,None,6.86,-0.13,-0.57,1.4,-0.632508714190096,3.0,0.1,2.7,2.44,2.5,-0.04113540284277449,2.4,77.0,0.36,Quantitative,Ok,Good,0.0,0.0,0.0,John Schartz
male,Caucasian,USA,26.0,None,4.64,-1.89,-1.61,1.52,-1.2384365257684382,2.1,0.03,2.61,3.43,2.2,-1.592423958595569,2.9,44.0,-1.49,Quantitative,None,Bad,0.0,0.0,0.0,Michael Deanda
male,Caucasian,USA,26.0,None,8.94,1.35,0.31,2.0,1.3470955186272222,1.9,0.9,2.83,2.56,4.8,-2.2666438548826315,0.0,11.0,-2.07,Quantitative,Very Good,Good,0.0,0.0,0.0,Robert Zapata
male,Caucasian,USA,32.0,NCAA,9.87,2.09,0.87,2.03,3.4072404962648934,1.7,0.02,4.1,3.96,4.7,3.3455234853476576,5.9,70.0,3.16,Sciences,None,Good,1.0,0.0,0.0,Chi Stonerock
male,Caucasian,USA,27.0,None,7.78,0.84,1.11,1.75,-2.5046732072775324,1.3,-0.96,2.69,3.4,2.4,-1.0098532066008514,4.5,60.0,-0.87,Engineering,Very Good,Good,0.0,0.0,0.0,Timothy Seawell
male,Caucasian,USA,28.0,None,6.34,-0.82,-2.0,0.95,0.44520874221995177,1.5,-0.72,3.77,3.21,6.3,-0.6064838233653055,2.3,85.0,0.02,Engineering,Very Good,Good,0.0,0.0,0.0,John Castaneda
male,Caucasian,Australia,21.0,None,7.32,0.4,0.91,2.5,-6.806063616842283,0.3,-0.99,1.07,2.65,0.5,-2.3145327556611854,2.4,2.0,-2.44,Engineering,Ok,Bad,0.0,1.0,1.0,Jason Kamerer
male,Caucasian,USA,26.0,None,10.86,3.38,3.19,2.52,0.35736204009645856,2.7,-0.21,3.19,3.32,1.7,0.1155830766480581,1.1,18.0,0.1,Engineering,Ok,Good,0.0,0.0,0.0,Eric Frost
male,Caucasian,USA,24.0,None,3.56,-2.7,-2.98,0.0,-2.870873649311595,1.7,-0.03,1.79,2.8,0.2,1.346228910776765,2.8,10.0,0.99,Engineering,None,Bad,0.0,1.0,0.0,Albert Wilson
male,Caucasian,USA,27.0,None,5.69,-1.21,-0.76,2.42,-0.6379488550044877,2.2,0.26,2.73,3.15,4.0,0.014238994509957742,0.1,12.0,-0.01,Sciences,Very Good,Bad,0.0,0.0,0.0,Daniel Lewis
male,Caucasian,USA,30.0,None,5.97,-1.06,-2.01,0.87,-3.0728584044424223,1.5,-0.82,2.51,2.85,3.9,0.916056066484002,5.6,27.0,0.46,Engineering,None,Good,1.0,1.0,0.0,Eli Buchanan
male,Caucasian,USA,28.0,None,5.03,-1.97,-2.29,1.89,-3.050700230018998,2.5,-1.35,2.66,3.62,-1.3,1.8414685316961723,2.5,5.0,1.35,Humanities,Ok,Bad,0.0,1.0,0.0,Todd Noyes
male,Caucasian,USA,26.0,NCAA,1.92,-4.17,-5.21,0.0,1.6946802161011796,1.8,0.38,3.11,2.69,3.9,-4.345426625985479,2.1,36.0,-3.92,Engineering,Ok,Good,0.0,0.0,0.0,Michael Maxwell
male,Caucasian,Australia,37.0,NCAA,7.42,0.82,2.11,2.52,2.966775202992247,1.9,0.85,3.7,2.91,8.6,-1.2099581438018465,2.4,5.0,-1.58,Engineering,Ok,Good,1.0,0.0,0.0,Eric Lytell
male,Caucasian,USA,28.0,NCAA,4.71,-1.78,-2.56,0.0,4.228521641467232,2.7,1.45,3.36,2.7,4.2,-0.03489049450849666,4.5,48.0,-0.02,Quantitative,Ok,Good,0.0,0.0,0.0,Craig Mustafa
male,Caucasian,USA,24.0,None,7.36,-0.01,-0.57,2.27,-3.8589086905384913,1.8,-1.1,2.47,2.23,4.1,-2.3012626244219483,1.1,36.0,-2.04,Sciences,Ok,Bad,0.0,1.0,0.0,Clark Lee
male,Caucasian,USA,29.0,None,3.92,-2.3,-1.77,1.12,-1.9543048200744888,2.7,0.4,2.23,2.74,3.0,0.24363904665914185,0.0,10.0,0.18,Quantitative,None,Bad,0.0,0.0,0.0,Tom Nosek
male,Caucasian,USA,31.0,None,11.44,3.66,3.6,3.72,0.5703401738219765,2.6,0.25,3.32,2.33,7.5,-2.560346505758763,1.1,27.0,-2.32,Engineering,Ok,Bad,0.0,1.0,0.0,David Bullock
male,Caucasian,USA,24.0,None,5.56,-0.89,-0.07,1.7,-3.5305137253911663,1.7,-0.41,1.72,3.38,-1.7,0.7566513738974604,4.2,27.0,0.53,Engineering,Ok,Good,0.0,1.0,0.0,Jesus Tucci
male,Caucasian,USA,37.0,NCAA,5.91,-0.69,-0.21,1.73,3.1437905800515193,3.1,1.4,3.32,2.72,6.0,-0.8684182350705059,1.4,8.0,-0.89,Engineering,Very Good,Good,1.0,0.0,0.0,Joseph Francis
male,Caucasian,USA,26.0,None,6.67,-0.35,0.09,2.8,0.36300979590479016,3.3,-0.36,3.14,3.01,0.8,1.7563472481633458,2.1,19.0,1.12,Humanities,Very Good,Good,1.0,0.0,0.0,Sean Wilson
male,Caucasian,USA,29.0,None,7.44,0.01,-0.47,2.47,5.032823231900655,4.4,0.83,4.08,3.19,2.1,-0.7546164180676403,3.2,28.0,-0.87,Humanities,Ok,Good,1.0,0.0,0.0,Christopher Welch
male,Caucasian,USA,20.0,NCAA,8.08,0.77,-0.11,1.52,1.9761988949586469,1.7,0.56,3.09,2.84,3.5,-4.476596465675796,1.8,57.0,-3.9,Sciences,Ok,Good,0.0,1.0,0.0,David Rodriquez
male,Caucasian,USA,37.0,None,8.2,0.67,-1.0,1.1,0.09653962854118757,1.5,0.13,3.28,2.22,9.9,1.967937037371839,5.1,6.0,1.24,Engineering,Very Good,Good,0.0,0.0,0.0,Lionel Baxter
male,Caucasian,USA,32.0,NCAA,7.86,0.82,1.04,2.34,4.2460377492133965,2.1,1.01,4.05,3.07,9.0,0.7665130719646045,1.0,1.0,0.42,Quantitative,Very Good,Good,1.0,0.0,0.0,Robert Marshall
male,Caucasian,USA,22.0,None,3.29,-3.28,-3.31,1.21,0.1529199515600847,1.8,0.44,2.62,2.67,3.4,-4.066209598607828,2.7,105.0,-3.14,Quantitative,None,Good,1.0,0.0,0.0,Cody Kohnke
male,Caucasian,USA,29.0,None,7.75,0.47,0.49,2.53,-2.439452638331339,2.3,0.42,1.79,1.99,2.0,-2.17686478101372,2.3,17.0,-2.16,Quantitative,Ok,Bad,0.0,1.0,0.0,Eric Hernandez
male,Caucasian,USA,28.0,None,5.51,-1.09,-1.93,0.28,-0.2104579051587463,1.3,0.16,2.54,2.9,2.1,0.20036741443362238,1.0,1.0,0.01,Sciences,Ok,Bad,0.0,0.0,0.0,Lee Ruano
male,Caucasian,USA,27.0,None,11.66,3.74,3.37,3.41,-8.358680330942592,0.6,-1.5,1.15,2.73,1.6,0.14800092507497975,0.0,54.0,0.69,Quantitative,Ok,Bad,0.0,1.0,1.0,Mauro Chi
male,Caucasian,USA,18.0,None,7.8,0.75,0.63,1.74,-1.2934911809211538,2.9,-0.5,2.57,2.69,-0.5,-3.5071899635643162,0.0,45.0,-2.9,Humanities,Ok,Good,0.0,0.0,0.0,William Berwick
male,Caucasian,USA,22.0,None,7.72,0.48,0.7,2.93,-2.8040542881476584,1.9,-0.63,2.28,2.85,1.2,-0.8849953654823675,1.9,21.0,-0.78,Engineering,Very Good,Bad,0.0,1.0,0.0,Santos Robinson
male,Caucasian,USA,24.0,None,10.24,3.07,4.2,3.52,-0.5109866306782634,1.9,0.77,2.23,2.49,3.0,-2.874813933946061,0.0,8.0,-2.8,Humanities,None,Good,0.0,0.0,0.0,William Jones
male,Caucasian,USA,28.0,None,5.78,-1.22,-2.77,0.13,-3.2479612130719184,2.5,-0.23,2.13,2.49,2.4,-2.7991480476849144,2.1,9.0,-2.83,Quantitative,Ok,Bad,0.0,1.0,0.0,Scott Jessen
male,Caucasian,USA,29.0,None,4.89,-1.76,-0.94,2.14,0.21379508652918197,3.6,0.61,3.07,3.03,5.4,-0.10554524810355785,1.9,0.0,-0.38,Humanities,None,Good,0.0,0.0,0.0,Lance Whitten
male,Caucasian,USA,30.0,None,5.13,-1.68,-2.48,0.69,0.6250646248972342,0.6,0.28,2.73,3.19,3.2,3.458993664337543,1.1,1.0,3.0,Humanities,Ok,Bad,0.0,0.0,0.0,Thaddeus Sagredo
male,Caucasian,USA,35.0,NCAA,8.83,1.64,1.55,2.27,2.727197585835925,1.0,0.81,3.27,3.14,5.4,0.32758988522335786,2.3,23.0,0.14,Engineering,Ok,Good,1.0,0.0,0.0,Rodolfo Daniels
male,Caucasian,USA,28.0,None,3.25,-3.18,-3.31,1.03,-5.3428883674210255,0.5,-0.04,1.52,3.04,5.8,0.6101588207536414,2.8,16.0,0.42,Sciences,Ok,Good,0.0,1.0,1.0,Norman Hooser
male,Caucasian,USA,26.0,None,8.77,1.35,1.66,3.46,-4.213686535119267,1.5,-1.28,2.34,2.97,2.4,-1.5601158555188617,2.5,19.0,-1.55,Quantitative,None,Bad,0.0,1.0,1.0,Samuel Cowell
male,Caucasian,USA,29.0,None,10.31,2.71,2.95,3.12,-1.4223398719700915,2.6,-0.73,2.98,2.96,2.0,-0.5317053684134665,3.3,47.0,-0.56,Humanities,Ok,Bad,0.0,0.0,0.0,Ray Hill
male,Caucasian,USA,26.0,NCAA,7.75,0.55,1.05,2.98,-0.030203574706245264,1.6,0.35,2.55,3.11,2.4,1.2383421547187237,4.5,32.0,1.0,Engineering,None,Good,0.0,0.0,0.0,Fred Hill
male,Caucasian,USA,35.0,NCAA,1.82,-3.98,-3.61,0.0,3.3901705360397707,2.9,1.19,3.85,3.35,8.5,2.987369546944692,4.0,25.0,2.41,Quantitative,Very Good,Good,1.0,0.0,0.0,Robert Degraw
male,Caucasian,USA,20.0,None,7.69,0.51,0.4,2.28,0.9005899544966758,3.0,-0.01,3.21,3.57,0.7,-1.3413617386394678,1.9,39.0,-0.95,Engineering,Ok,Good,0.0,0.0,1.0,Jason Jackson
male,Caucasian,USA,22.0,Club/Intramural,7.7,0.25,0.41,3.6,-3.0312400569121256,2.2,-0.82,2.42,1.86,2.9,0.18375146447255414,0.0,21.0,0.46,Engineering,Ok,Bad,0.0,1.0,0.0,James Brown
male,Caucasian,USA,25.0,None,4.16,-2.47,-2.71,1.06,-4.453782063974786,2.5,-1.05,2.06,3.08,-0.2,-1.0525043229683086,3.6,56.0,-0.92,Engineering,Ok,Bad,0.0,1.0,1.0,James Mangels
male,Caucasian,USA,32.0,None,2.09,-3.89,-3.73,0.05,1.264932111293305,2.4,0.6,3.65,4.0,8.7,-1.9608991356019552,0.0,12.0,-1.76,Engineering,Ok,Good,0.0,0.0,0.0,Ron Rivera
male,Caucasian,USA,27.0,None,6.65,-0.83,-2.55,0.66,-3.6044293266527925,2.4,-0.93,2.71,3.07,4.8,1.495640537253163,0.3,42.0,1.66,Engineering,None,Good,0.0,1.0,0.0,Peter Mason
male,Caucasian,USA,26.0,None,8.5,1.09,1.16,2.96,-3.084064348549543,1.8,-1.44,2.88,2.54,4.1,-1.2784260202944424,0.7,34.0,-1.03,Quantitative,Very Good,Good,0.0,1.0,0.0,Dennis Ireland
male,Caucasian,USA,27.0,None,5.03,-1.81,-2.08,1.34,0.5947759548417118,3.3,0.07,3.13,3.2,2.1,2.7064762197626586,0.0,5.0,2.4,Engineering,Very Good,Good,0.0,0.0,0.0,Christopher Ollis
male,Caucasian,USA,26.0,NCAA,7.38,0.25,0.42,3.02,1.5847854762069769,3.0,-0.87,4.19,3.76,3.8,1.038024004683637,1.3,13.0,0.65,Engineering,Ok,Good,0.0,0.0,0.0,Teddy Hutcherson
male,Caucasian,USA,34.0,NCAA,5.09,-1.74,-2.53,0.69,2.319989210850898,2.5,0.55,3.47,3.19,4.4,-0.006524024239098976,5.9,66.0,-0.13,Engineering,Ok,Good,1.0,0.0,0.0,Richard Cyr
male,Caucasian,USA,25.0,None,7.05,-0.31,-0.57,2.86,-2.858962767747694,1.8,0.21,1.8,2.61,1.6,-0.12982547820699272,0.0,10.0,-0.2,Humanities,None,Good,0.0,1.0,0.0,Leonard Hazel
male,Caucasian,USA,33.0,NCAA,11.0,3.28,3.81,3.93,2.7738621009206574,0.7,-0.05,3.89,3.7,6.2,1.3632284040806897,4.0,19.0,1.04,Quantitative,Very Good,Good,1.0,0.0,0.0,Peter Besecker
male,Caucasian,USA,28.0,None,4.69,-2.26,-3.43,0.62,-2.926487373929623,0.8,-0.44,1.84,2.58,0.1,1.8690164671145746,4.1,17.0,1.47,Quantitative,Ok,Bad,0.0,1.0,0.0,Gary Caffrey
male,Caucasian,Canada,31.0,Club/Intramural,3.66,-2.68,-2.03,1.6,4.78845631000727,3.4,0.55,4.4,2.32,6.7,-2.8242865016811933,1.7,33.0,-2.49,Engineering,Very Good,Good,1.0,0.0,0.0,Michael Garcia
male,Caucasian,USA,21.0,None,7.18,0.25,-0.05,1.56,-2.5592512829781553,1.8,-0.13,2.36,2.83,4.2,-6.826797879620168,0.0,76.0,-5.66,Quantitative,None,Bad,0.0,0.0,0.0,Jerry Carroll
male,Caucasian,USA,35.0,Club/Intramural,5.0,-1.56,-1.79,0.67,1.4811463697626515,2.1,0.74,3.28,3.31,6.4,1.2717589851290325,5.2,19.0,0.89,Engineering,Ok,Good,0.0,0.0,0.0,Blaine Van
male,Caucasian,Australia,22.0,None,6.3,-0.72,-0.7,2.37,-4.79028251317319,2.9,-1.35,2.42,2.26,2.7,-4.810366565315054,1.6,91.0,-3.88,Sciences,None,Bad,1.0,1.0,1.0,Billy Sherman
male,Caucasian,Australia,38.0,None,8.98,1.81,2.94,3.65,-4.469294973345552,0.8,-0.68,1.69,2.47,1.6,-0.47624647847551416,6.9,56.0,-0.57,Humanities,Ok,Bad,0.0,1.0,1.0,Kenneth Bailey
male,Caucasian,USA,23.0,None,8.37,1.1,1.12,2.6,-6.31674726027763,0.7,-0.8,1.23,2.54,1.2,0.08693242618627683,0.0,13.0,0.05,Engineering,None,Good,1.0,1.0,1.0,Jessie Nieves
male,Caucasian,USA,28.0,NCAA,10.55,2.66,1.81,2.92,1.420133579416273,3.0,0.68,3.36,2.97,6.1,-1.820992719199344,0.4,10.0,-1.75,Engineering,Ok,Good,0.0,1.0,0.0,James Salisbury
male,Caucasian,USA,24.0,None,4.42,-2.64,-4.29,0.33,-3.1512362975509607,1.4,-0.44,1.9,2.07,1.6,-4.495784944119175,2.9,95.0,-3.63,Quantitative,Very Good,Good,0.0,1.0,0.0,Robert Leal
male,Caucasian,USA,30.0,None,9.31,2.14,3.01,2.97,-1.8157646199217292,0.9,-0.12,2.3,2.5,3.5,2.8769867488217344,4.5,3.0,2.11,Engineering,None,Bad,0.0,0.0,0.0,David Abbott
male,Caucasian,USA,36.0,None,7.98,0.83,1.24,2.71,4.900277078552765,2.6,1.54,3.82,3.15,6.9,-1.0317824199666354,3.0,65.0,-0.73,Quantitative,Very Good,Good,0.0,0.0,0.0,Felipe Lancaster
male,Caucasian,Australia,25.0,None,5.22,-1.91,-3.03,1.23,-0.6150518123749017,2.4,-1.54,3.51,2.99,1.4,-3.504505012225376,3.1,26.0,-3.35,Humanities,None,Bad,0.0,0.0,0.0,Paul Melito
male,Caucasian,USA,29.0,None,5.73,-1.42,-1.51,2.22,-3.0686414773170716,-0.2,-0.57,1.94,2.57,2.4,2.0634518484341364,3.4,35.0,1.84,Quantitative,Ok,Good,0.0,1.0,0.0,Albert Hudson
male,Caucasian,USA,23.0,None,5.37,-1.13,-0.6,1.49,-0.3213473159236812,2.7,-0.1,2.86,3.06,1.5,-3.3512903794209823,1.8,67.0,-2.8,Humanities,Ok,Good,0.0,0.0,0.0,Joseph Whatley
male,Caucasian,USA,29.0,Club/Intramural,8.88,1.8,2.79,3.49,2.0067119350504687,0.6,0.48,3.22,3.53,5.2,-0.0070795549492466085,2.2,33.0,-0.1,Humanities,Ok,Good,0.0,0.0,0.0,Sean Thomas
male,Caucasian,USA,25.0,None,9.09,1.27,0.49,3.18,-1.7087290941958435,2.2,-0.32,2.58,2.41,3.1,0.04240782484498274,1.9,36.0,0.09,Quantitative,Ok,Good,0.0,1.0,0.0,Jesse Carpenter
male,Caucasian,USA,33.0,None,6.7,-0.07,0.35,1.98,1.069362540075031,1.7,0.14,3.29,3.48,4.8,2.0090832728073305,2.3,0.0,1.57,Quantitative,Ok,Bad,1.0,0.0,0.0,Ivory Figueroa
male,Caucasian,USA,38.0,None,5.19,-1.69,-1.76,2.07,-1.71548719289377,1.1,-0.44,2.71,2.87,4.5,3.1845323436768305,3.3,4.0,2.44,Engineering,Ok,Good,1.0,1.0,0.0,Buford Bain
male,Caucasian,USA,32.0,NCAA,8.38,0.92,0.41,2.56,3.4761479787264635,2.8,0.77,3.76,3.47,4.9,1.9944445577445555,2.8,11.0,1.55,Quantitative,Very Good,Good,1.0,0.0,0.0,James Hill
male,Caucasian,USA,25.0,None,5.43,-1.48,-1.91,1.09,-1.2733127499130397,1.3,-0.26,2.55,2.75,2.9,0.11896455669177827,0.0,1.0,0.08,Engineering,Ok,Good,0.0,0.0,0.0,Benito Houston
male,Caucasian,Australia,29.0,None,3.73,-2.64,-2.99,0.12,-2.660435815682611,1.2,0.61,1.74,2.28,5.1,-1.630645678310338,2.5,48.0,-1.36,Humanities,Ok,Good,1.0,1.0,0.0,Frank Biddick
male,Caucasian,USA,32.0,None,6.09,-0.89,-1.7,0.78,-1.2685167330815568,3.6,-0.52,3.21,3.3,3.0,2.706038165216281,3.2,3.0,2.14,Engineering,Ok,Bad,0.0,1.0,0.0,Richard Hobbs
male,Caucasian,USA,25.0,Club/Intramural,7.08,0.07,0.59,2.68,1.544127182367696,4.1,-0.04,3.76,3.13,3.5,0.4626314623630186,0.1,9.0,0.24,Engineering,Ok,Good,0.0,0.0,0.0,Michael Bartlett
male,Caucasian,USA,33.0,None,4.41,-2.14,-2.48,0.81,-4.092278254221797,1.4,-0.46,2.21,2.51,6.2,1.0112536960516556,2.9,62.0,1.27,Engineering,Very Good,Good,0.0,1.0,1.0,John Pribble
male,Caucasian,USA,32.0,None,3.7,-2.48,-1.43,1.69,-1.0712128005420374,1.3,0.23,2.42,3.06,4.1,1.768047119604078,0.0,15.0,1.86,Engineering,Ok,Bad,0.0,0.0,0.0,Miguel Childress
male,Caucasian,USA,32.0,NCAA,8.06,0.88,1.63,3.37,5.252476040983058,4.2,0.93,4.34,2.78,5.8,2.4335666747866456,0.0,5.0,2.19,Engineering,Very Good,Good,1.0,0.0,0.0,Gerald Forte
male,Caucasian,USA,21.0,NCAA,4.93,-1.48,-0.88,1.59,2.010436509479011,3.2,0.51,3.24,3.22,2.0,-4.232052347656946,1.4,36.0,-3.9,Engineering,Very Good,Good,0.0,0.0,0.0,Bruce Robles
male,Caucasian,USA,27.0,NCAA,4.95,-1.69,-1.91,0.9,-6.148084362874398,1.0,-0.43,1.16,2.37,2.3,1.272140817526517,0.0,6.0,1.15,Humanities,Ok,Bad,0.0,1.0,1.0,David Powell
male,Caucasian,USA,27.0,None,11.15,3.26,2.67,3.25,-5.490500431060482,-0.3,-0.79,1.56,2.18,4.8,-3.9517992735519973,2.1,66.0,-3.31,Quantitative,None,Bad,0.0,1.0,1.0,Alexander Mattila
male,Caucasian,USA,29.0,None,6.66,-0.4,-0.44,2.32,-1.4945560861617215,2.9,-0.4,2.98,3.41,3.3,3.103013246474846,3.9,28.0,2.62,Quantitative,Ok,Bad,0.0,0.0,0.0,Craig Leblanc
male,Caucasian,USA,27.0,NCAA,8.12,1.27,1.89,2.24,1.4114902033019268,3.5,-0.17,3.42,2.85,1.3,0.02212963106690127,5.5,73.0,0.18,Engineering,None,Good,0.0,0.0,0.0,Jack Rusko
male,Caucasian,USA,29.0,None,7.81,0.78,0.18,1.03,-2.721930789405684,1.0,-0.66,2.57,2.57,5.7,2.8858181400884217,0.0,14.0,2.76,Sciences,Very Good,Good,0.0,1.0,0.0,Dale Sadberry
male,Caucasian,USA,21.0,NCAA,7.1,0.19,1.18,3.1,3.121411888168359,3.3,-0.49,4.07,3.12,1.3,-2.8510520707942293,0.0,22.0,-2.77,Engineering,Very Good,Good,1.0,0.0,1.0,Joesph Gonzales
male,Caucasian,USA,31.0,None,6.79,-0.49,-0.97,2.27,-1.4608547747408618,0.8,-0.33,2.93,3.2,7.2,0.3208597859925588,0.3,44.0,0.54,Engineering,Very Good,Good,0.0,0.0,0.0,Chris Smith
male,Caucasian,Australia,26.0,NCAA,10.39,3.21,4.9,4.47,-2.0479968767714607,1.4,-0.08,2.12,2.41,1.9,-0.4191133520001942,4.9,51.0,-0.52,Humanities,Ok,Good,0.0,0.0,0.0,Ronald West
male,Caucasian,USA,32.0,None,2.58,-3.72,-3.94,0.62,-0.39972040791693375,1.6,0.56,2.54,2.2,6.1,-1.279697817793993,1.1,30.0,-1.08,Quantitative,None,Good,0.0,0.0,0.0,Francisco Longo
male,Caucasian,USA,33.0,None,5.14,-1.45,-2.01,0.43,0.6915955141908012,3.2,-0.42,3.6,3.14,3.5,3.8823140792880295,3.4,8.0,3.36,Humanities,None,Good,0.0,1.0,0.0,Theodore Perez
male,Caucasian,USA,26.0,None,9.69,2.33,2.92,3.27,5.485119777471246,3.4,1.2,4.01,2.92,4.1,-1.6221202335738412,0.8,16.0,-1.51,Humanities,Very Good,Good,1.0,0.0,0.0,Clayton Kroon
male,Caucasian,USA,30.0,None,10.46,3.0,3.64,3.51,-0.4852536792710207,1.2,-0.65,3.23,2.46,6.6,-0.575629553598591,0.4,67.0,0.15,Engineering,Ok,Good,0.0,0.0,0.0,Oscar Bell
male,Caucasian,USA,34.0,None,5.41,-1.36,-2.05,1.14,-0.06054444008260777,1.8,-0.34,3.26,2.98,5.3,1.0462390108797657,3.9,20.0,0.73,Engineering,Ok,Good,0.0,0.0,0.0,John Reyes
male,Caucasian,USA,30.0,NCAA,7.95,0.88,1.26,2.62,1.7700492392751943,3.1,-0.41,3.69,3.44,1.5,2.6948425059834347,2.8,4.0,2.16,Engineering,Ok,Good,0.0,0.0,0.0,Homer Coyle
male,Caucasian,USA,33.0,None,7.77,0.38,-0.56,1.79,0.5179392086912996,2.8,0.74,2.9,3.05,4.5,0.389284016812755,6.8,70.0,0.27,Sciences,Ok,Bad,0.0,0.0,0.0,Victor Miller
male,Caucasian,USA,33.0,NCAA,5.59,-1.56,-2.25,1.9,4.847682730567888,2.9,1.25,3.77,3.37,3.9,3.4648635864881934,1.5,4.0,3.01,Engineering,Ok,Good,1.0,0.0,0.0,Norman Hunter
male,Caucasian,USA,31.0,None,7.61,0.55,0.76,2.23,5.520693892854356,2.9,0.81,4.68,4.06,7.7,1.8313138303876797,2.1,11.0,1.51,Engineering,Very Good,Good,1.0,0.0,0.0,Carlos Jolley
male,Caucasian,USA,20.0,NCAA,9.34,1.62,0.93,2.55,1.2025710120524047,2.2,0.81,2.87,3.07,3.6,-4.907876910456188,0.2,54.0,-3.96,Engineering,Ok,Good,0.0,0.0,0.0,William Waite
male,Caucasian,USA,32.0,None,4.06,-2.4,-1.87,1.51,0.9019263027038972,1.3,0.19,3.01,2.88,3.8,-0.31000259921943296,4.6,49.0,-0.3,Sciences,None,Good,0.0,1.0,0.0,Terry Starkey
male,Caucasian,USA,35.0,None,6.9,0.44,1.28,1.61,1.3519342772990317,2.9,-0.09,3.94,3.77,6.3,-1.060594671403021,2.4,65.0,-0.61,Engineering,Ok,Good,0.0,0.0,0.0,David Cruz
male,Caucasian,USA,29.0,None,8.25,1.09,1.44,2.81,0.04211791773646464,3.0,-0.48,3.23,2.5,2.6,5.532447658494596,3.4,24.0,4.56,Engineering,None,Bad,1.0,0.0,0.0,Sidney Cox
male,Caucasian,USA,32.0,NCAA,5.74,-0.91,-0.29,1.97,3.419811195074099,3.2,0.48,4.22,3.32,7.4,2.146287018517054,0.0,53.0,2.47,Sciences,Very Good,Good,0.0,0.0,1.0,Michael Fields
male,Caucasian,USA,28.0,None,4.36,-2.5,-4.15,0.0,-1.5000705101347698,2.2,-0.34,2.96,2.74,5.6,0.6801703032957002,1.7,55.0,0.87,Quantitative,None,Bad,0.0,0.0,0.0,David Luther
